tweet_id,user_id,episode_id,created_at,updated_at,fb_action_id
,4524940,7450117,2019-11-20 11:37:52 +0000 UTC,2019-11-20 11:37:52 +0000 UTC,
,4524940,7450119,2019-11-22 14:21:01 +0000 UTC,2019-11-22 14:21:01 +0000 UTC,
,4524940,7450122,2019-11-23 12:28:01 +0000 UTC,2019-11-23 12:28:01 +0000 UTC,
,4524940,7450125,2019-11-23 16:31:58 +0000 UTC,2019-11-23 16:31:58 +0000 UTC,
,4524940,7450126,2019-11-24 15:00:06 +0000 UTC,2019-11-24 15:00:06 +0000 UTC,
,4524940,7450127,2019-11-24 19:56:17 +0000 UTC,2019-11-24 19:56:17 +0000 UTC,
,4524940,7450128,2019-11-25 14:31:13 +0000 UTC,2019-11-25 14:31:13 +0000 UTC,
,4524940,7453308,2019-12-12 19:59:38 +0000 UTC,2019-12-12 19:59:38 +0000 UTC,
,4524940,7453309,2019-12-14 11:21:12 +0000 UTC,2019-12-14 11:21:12 +0000 UTC,
,4524940,7453310,2019-12-14 13:07:57 +0000 UTC,2019-12-14 13:07:57 +0000 UTC,
,4524940,7453311,2019-12-14 19:38:20 +0000 UTC,2019-12-14 19:38:20 +0000 UTC,
,4524940,7453312,2019-12-15 19:41:50 +0000 UTC,2019-12-15 19:41:50 +0000 UTC,
,4524940,7453313,2019-12-16 21:32:47 +0000 UTC,2019-12-16 21:32:47 +0000 UTC,
,4524940,7453314,2019-12-16 21:32:58 +0000 UTC,2019-12-16 21:32:58 +0000 UTC,
,4524940,7458663,2020-02-25 09:58:27 +0000 UTC,2020-02-25 09:58:27 +0000 UTC,
,4524940,7458772,2020-03-05 09:35:49 +0000 UTC,2020-03-05 09:35:49 +0000 UTC,
,4524940,7459627,2020-02-01 13:20:20 +0000 UTC,2020-02-01 13:20:20 +0000 UTC,
,4524940,7460636,2019-12-02 21:17:42 +0000 UTC,2019-12-02 21:17:42 +0000 UTC,
,4524940,7461113,2019-11-23 16:31:58 +0000 UTC,2019-11-23 16:31:58 +0000 UTC,
,4524940,7462347,2019-12-12 13:16:21 +0000 UTC,2019-12-12 13:16:21 +0000 UTC,
,4524940,7462348,2019-12-20 14:12:33 +0000 UTC,2019-12-20 14:12:33 +0000 UTC,
,4524940,7464647,2019-12-10 21:32:20 +0000 UTC,2019-12-10 21:32:20 +0000 UTC,
,4524940,7464648,2019-12-17 22:49:05 +0000 UTC,2019-12-17 22:49:05 +0000 UTC,
,4524940,7465726,2019-11-28 08:47:50 +0000 UTC,2019-11-28 08:47:50 +0000 UTC,
,4524940,7465728,2019-11-28 08:47:51 +0000 UTC,2019-11-28 08:47:51 +0000 UTC,
,4524940,7465731,2019-11-28 08:47:53 +0000 UTC,2019-11-28 08:47:53 +0000 UTC,
,4524940,7465734,2019-11-28 08:47:54 +0000 UTC,2019-11-28 08:47:54 +0000 UTC,
,4524940,7465735,2019-11-28 08:47:56 +0000 UTC,2019-11-28 08:47:56 +0000 UTC,
,4524940,7465736,2019-11-28 08:47:57 +0000 UTC,2019-11-28 08:47:57 +0000 UTC,
,4524940,7465737,2019-11-28 08:47:59 +0000 UTC,2019-11-28 08:47:59 +0000 UTC,
,4524940,7465738,2019-11-28 08:48:00 +0000 UTC,2019-11-28 08:48:00 +0000 UTC,
,4524940,7465741,2019-11-28 08:48:02 +0000 UTC,2019-11-28 08:48:02 +0000 UTC,
,4524940,7468769,2020-02-01 13:21:06 +0000 UTC,2020-02-01 13:21:06 +0000 UTC,
,4524940,7468770,2020-02-01 13:21:57 +0000 UTC,2020-02-01 13:21:57 +0000 UTC,
,4524940,7468772,2020-02-01 19:24:06 +0000 UTC,2020-02-01 19:24:06 +0000 UTC,
,4524940,7474064,2020-01-23 11:46:55 +0000 UTC,2020-01-23 11:46:55 +0000 UTC,
,4524940,7491342,2020-05-27 11:28:37 +0000 UTC,2020-05-27 11:28:37 +0000 UTC,
,4524940,7495677,2019-12-23 19:04:42 +0000 UTC,2019-12-23 19:04:42 +0000 UTC,
,4524940,7495678,2019-12-23 19:05:41 +0000 UTC,2019-12-23 19:05:41 +0000 UTC,
,4524940,7527751,2020-01-23 19:28:08 +0000 UTC,2020-01-23 19:28:08 +0000 UTC,
,4524940,7529193,2020-01-26 19:31:05 +0000 UTC,2020-01-26 19:31:05 +0000 UTC,
,4524940,7529194,2020-01-27 20:05:18 +0000 UTC,2020-01-27 20:05:18 +0000 UTC,
